w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,B_mean_top_left_T
18.8,8.2,11.8,14.0,23.6,23.2,0.0,0.5,14.0,19.0,0.105,0.04,2.0,14.0,0.07,0.06,0.1,0.35,2.2,0.6,4.8,4.8,22.0,6.0,1.1,2.7,4.0,3.9,0.31,2.5,0.048339487469286
34.4,11.8,2.2,5.6,15.2,23.2,0.0,0.5,14.0,26.0,0.14,0.01,2.0,13.0,0.175,0.04,0.1,0.32,1.2,0.7,4.2,2.2,30.0,17.0,1.5,4.7,2.9,4.0,0.6,1.4,0.144180485538502
39.2,7.0,10.6,16.4,21.2,8.8,0.0,0.51,14.0,26.0,0.105,0.01,2.0,15.0,0.07,0.04,0.1,0.05,1.9,1.7,3.9,4.5,25.0,24.0,2.0,1.3,1.9,0.4,1.28,2.7,0.0261176799535206
14.0,8.2,11.8,9.2,18.8,35.2,0.0,0.5,14.0,27.0,0.175,0.07,2.0,27.0,0.105,0.01,0.1,0.31,2.2,2.9,4.6,4.6,16.0,12.0,1.9,2.4,4.2,3.0,0.53,1.3,0.066250171915268
29.6,9.4,3.4,10.4,8.0,42.4,0.0,0.51,14.0,28.0,0.175,0.09,2.0,16.0,0.105,0.09,0.1,0.29,0.6,3.3,2.3,3.2,12.0,22.0,4.5,0.6,3.0,2.3,0.44,1.6,0.104883865654772
29.6,10.6,7.0,15.2,14.0,8.8,0.0,0.51,14.0,20.0,0.07,0.01,2.0,16.0,0.035,0.02,0.1,0.0,1.6,1.8,3.5,1.3,30.0,5.0,4.5,1.7,3.1,3.6,1.54,1.2,0.0002260927176982
50.0,5.8,4.6,11.6,23.6,18.4,0.0,0.5,14.0,25.0,0.175,0.1,2.0,19.0,0.105,0.06,0.1,0.4,2.8,1.7,4.6,3.2,11.0,7.0,4.8,1.6,3.2,0.2,1.16,2.8,0.0459294969448124
38.0,2.2,2.2,17.6,21.2,35.2,0.0,0.5,14.0,32.0,0.105,0.05,2.0,19.0,0.175,0.03,0.1,0.28,1.5,2.4,4.6,3.7,29.0,20.0,5.0,3.1,0.4,1.5,0.76,1.9,0.1158985570005
34.4,1.0,3.4,17.6,5.6,46.0,0.0,0.5,14.0,16.0,0.175,0.06,2.0,22.0,0.105,0.02,0.1,0.42,0.6,0.8,3.8,4.3,6.0,16.0,4.9,1.4,0.1,3.2,0.46,1.4,0.0807011818983056
46.4,9.4,13.0,21.2,11.6,25.6,0.0,0.51,14.0,28.0,0.07,0.07,2.0,33.0,0.14,0.06,0.1,0.04,0.7,1.6,4.3,4.5,28.0,4.0,3.3,1.4,1.2,3.4,0.41,1.5,0.0173992293329703
52.4,10.6,13.0,18.8,8.0,18.4,0.0,0.5,14.0,16.0,0.175,0.07,2.0,32.0,0.175,0.03,0.1,0.02,0.9,0.4,2.3,1.6,1.0,20.0,1.4,3.4,4.8,2.0,0.1,1.0,0.0158931105308484
46.4,1.0,11.8,3.2,15.2,4.0,0.0,0.51,14.0,35.0,0.07,0.01,2.0,19.0,0.105,0.01,0.1,0.09,0.8,4.8,3.9,3.9,28.0,14.0,2.0,3.9,1.4,5.0,0.26,1.5,0.0184808693206837
42.8,5.8,8.2,16.4,12.8,31.6,0.0,0.51,14.0,16.0,0.14,0.02,2.0,24.0,0.175,0.05,0.1,0.21,1.5,1.2,3.9,4.8,6.0,3.0,0.2,4.0,0.2,3.8,0.19,2.0,0.0291030730932675
36.8,13.0,11.8,26.0,6.8,18.4,0.0,0.51,14.0,34.0,0.175,0.04,2.0,32.0,0.14,0.03,0.1,0.24,0.8,4.0,2.9,3.2,13.0,3.0,2.7,4.1,0.2,5.0,0.16,2.0,0.0252029787758421
17.6,9.4,8.2,12.8,11.6,23.2,0.0,0.51,14.0,8.0,0.175,0.05,2.0,22.0,0.105,0.02,0.1,0.36,0.6,0.8,5.0,5.0,3.0,24.0,0.2,1.6,2.6,1.8,0.32,1.4,0.0700876733057921
29.6,10.6,3.4,16.4,10.4,37.6,0.0,0.5,14.0,31.0,0.105,0.05,2.0,18.0,0.175,0.07,0.1,0.39,0.6,1.7,3.8,3.1,15.0,28.0,2.5,5.0,0.5,2.4,0.24,1.7,0.109029573830192
10.4,10.6,7.0,6.8,16.4,38.8,0.0,0.51,14.0,22.0,0.105,0.07,2.0,32.0,0.105,0.02,0.1,0.15,0.8,0.7,3.7,3.3,12.0,25.0,4.5,2.2,2.4,2.1,0.13,2.8,0.145150446701036
17.6,4.6,13.0,23.6,9.2,24.4,0.0,0.5,14.0,18.0,0.105,0.06,2.0,13.0,0.035,0.01,0.1,0.16,0.8,0.8,4.7,3.9,23.0,25.0,0.4,2.1,4.8,2.8,0.61,1.9,0.0450714332563193
4.4,4.6,13.0,20.0,5.6,36.4,0.0,0.51,14.0,19.0,0.175,0.06,2.0,34.0,0.035,0.01,0.1,0.3,0.6,1.2,3.6,1.5,30.0,2.0,3.9,1.8,2.5,5.0,0.48,1.1,0.199442511583299
24.8,2.2,5.8,16.4,15.2,38.8,0.0,0.5,14.0,20.0,0.175,0.06,2.0,29.0,0.175,0.09,0.1,0.23,1.7,2.6,5.0,4.6,16.0,18.0,0.4,4.9,3.1,0.4,0.64,3.4,0.0697563967272947
14.0,10.6,4.6,9.2,12.8,28.0,0.0,0.51,14.0,32.0,0.035,0.01,2.0,35.0,0.105,0.03,0.1,0.25,1.0,2.0,4.0,3.5,13.0,18.0,4.7,1.8,5.0,4.7,0.66,3.1,0.16158052054942
18.8,2.2,10.6,16.4,16.4,8.8,0.0,0.5,14.0,20.0,0.175,0.05,2.0,11.0,0.14,0.03,0.1,0.31,1.5,1.4,3.1,4.3,15.0,22.0,2.7,3.3,1.3,3.6,0.13,2.6,0.0529444972528998
42.8,8.2,8.2,15.2,16.4,14.8,0.0,0.51,14.0,34.0,0.035,0.03,2.0,9.0,0.035,0.03,0.1,0.1,1.4,4.3,4.7,1.5,22.0,26.0,4.4,1.4,1.8,3.0,1.28,1.1,0.0301430117738965
40.4,1.0,9.4,20.0,12.8,14.8,0.0,0.5,14.0,32.0,0.14,0.02,2.0,15.0,0.07,0.07,0.1,0.3,1.6,1.0,3.9,5.0,13.0,26.0,3.8,4.1,3.9,0.8,0.3,3.2,0.0267970264319533
32.0,10.6,3.4,9.2,20.0,38.8,0.0,0.51,14.0,31.0,0.105,0.05,2.0,12.0,0.14,0.05,0.1,0.24,1.7,2.3,4.9,4.1,30.0,18.0,4.6,1.9,2.6,2.5,1.28,1.2,0.0946776158499515
9.2,7.0,11.8,21.2,20.0,37.6,0.0,0.5,14.0,28.0,0.175,0.06,2.0,34.0,0.105,0.02,0.1,0.46,1.1,2.9,4.5,4.3,3.0,9.0,2.1,4.8,1.4,2.3,0.35,1.9,0.0944618006815554
16.4,4.6,4.6,10.4,6.8,13.6,0.0,0.51,14.0,20.0,0.14,0.09,2.0,34.0,0.175,0.09,0.1,0.06,0.3,2.1,3.6,4.2,10.0,28.0,3.4,3.5,1.9,1.7,0.1,1.3,0.0257842744451456
17.6,9.4,7.0,26.0,6.8,19.6,0.0,0.5,14.0,35.0,0.105,0.05,2.0,18.0,0.035,0.02,0.1,0.32,0.5,4.5,3.2,3.9,7.0,22.0,5.0,2.7,0.7,4.0,0.35,2.6,0.0843911706451389
11.6,4.6,13.0,14.0,10.4,49.6,0.0,0.5,14.0,23.0,0.175,0.06,2.0,13.0,0.175,0.09,0.1,0.04,0.7,2.6,4.3,4.9,15.0,22.0,2.1,0.5,2.6,2.4,0.44,2.5,0.0698459942224838
33.2,1.0,5.8,12.8,16.4,19.6,0.0,0.5,14.0,18.0,0.175,0.04,2.0,29.0,0.105,0.02,0.1,0.28,2.0,2.0,4.4,3.9,27.0,0.0,0.9,2.7,3.6,1.2,0.59,1.4,0.0564197319938882
26.0,10.6,8.2,24.8,9.2,41.2,0.0,0.51,14.0,34.0,0.035,0.02,2.0,30.0,0.175,0.04,0.1,0.13,0.7,2.8,4.8,2.3,14.0,24.0,1.7,4.6,2.3,3.5,0.36,2.2,0.048060249109973
24.8,7.0,11.8,15.2,3.2,12.4,0.0,0.51,14.0,17.0,0.14,0.02,2.0,15.0,0.14,0.03,0.1,0.41,0.4,1.8,1.7,2.9,12.0,9.0,3.8,0.6,3.0,0.2,0.29,1.2,0.0369248098429878
18.8,8.2,4.6,6.8,6.8,26.8,0.0,0.5,14.0,21.0,0.07,0.02,2.0,10.0,0.035,0.01,0.1,0.13,0.5,1.2,4.4,5.0,18.0,7.0,0.4,2.5,3.4,5.0,0.38,2.0,0.120069039636586
27.2,3.4,11.8,15.2,12.8,25.6,0.0,0.5,14.0,22.0,0.14,0.1,2.0,17.0,0.14,0.04,0.1,0.33,1.2,1.4,3.0,2.1,8.0,10.0,1.1,0.8,0.9,2.2,0.91,1.8,0.0317243394863432
51.2,4.6,11.8,9.2,5.6,7.6,0.0,0.5,14.0,29.0,0.14,0.07,2.0,30.0,0.175,0.03,0.1,0.39,0.6,2.5,3.6,3.4,19.0,14.0,4.9,2.7,1.7,3.2,0.44,1.8,0.0171569899413146
10.4,13.0,13.0,6.8,5.6,16.0,0.0,0.5,14.0,13.0,0.105,0.06,2.0,24.0,0.105,0.08,0.1,0.47,0.6,1.5,2.5,2.2,26.0,2.0,0.9,4.6,1.4,2.9,0.3,1.9,0.0802144745698403
45.2,11.8,8.2,16.4,11.6,25.6,0.0,0.51,14.0,21.0,0.105,0.05,2.0,7.0,0.175,0.06,0.1,0.38,1.3,0.8,4.1,2.6,6.0,30.0,0.9,0.4,3.7,2.1,0.16,2.2,0.0277242309203398
47.6,10.6,8.2,24.8,5.6,11.2,0.0,0.5,14.0,34.0,0.105,0.01,2.0,14.0,0.175,0.04,0.1,0.29,0.3,3.4,3.3,2.1,30.0,27.0,1.3,5.0,1.4,0.6,0.13,1.0,0.0280407438726109
24.8,7.0,13.0,11.6,22.4,8.8,0.0,0.5,14.0,24.0,0.105,0.1,2.0,15.0,0.105,0.02,0.1,0.17,1.2,2.0,4.8,4.9,13.0,28.0,2.6,3.0,4.4,2.6,1.12,4.1,0.031424541868477
35.6,11.8,3.4,16.4,26.0,47.2,0.0,0.51,14.0,19.0,0.035,0.03,2.0,22.0,0.07,0.02,0.1,0.46,2.0,2.2,4.3,3.9,4.0,25.0,4.4,2.6,2.1,4.8,0.99,3.7,0.0846698709245431
52.4,13.0,8.2,23.6,23.6,43.6,0.0,0.5,14.0,23.0,0.07,0.03,2.0,11.0,0.07,0.04,0.1,0.36,2.4,2.0,4.0,4.6,14.0,13.0,2.8,3.3,2.8,1.4,1.18,3.1,0.0246980119376442
30.8,10.6,8.2,8.0,26.0,48.4,0.0,0.5,14.0,25.0,0.175,0.02,2.0,23.0,0.035,0.02,0.1,0.01,3.2,2.5,5.0,4.1,22.0,12.0,0.2,3.1,3.7,3.7,1.7,3.6,0.0413086028842766
44.0,9.4,3.4,5.6,5.6,29.2,0.0,0.51,14.0,34.0,0.07,0.07,2.0,10.0,0.175,0.03,0.1,0.36,0.5,3.5,3.3,3.3,6.0,23.0,1.6,1.1,0.5,2.7,0.16,1.6,0.073426720096039
15.2,2.2,4.6,17.6,14.0,12.4,0.0,0.51,14.0,12.0,0.14,0.06,2.0,31.0,0.105,0.01,0.1,0.5,1.3,1.3,4.4,4.0,10.0,22.0,3.0,3.7,0.1,1.3,0.3,3.0,0.149664669783397
9.2,9.4,10.6,9.2,3.2,18.4,0.0,0.51,14.0,27.0,0.14,0.04,2.0,32.0,0.14,0.08,0.1,0.02,0.2,2.8,1.2,4.5,26.0,19.0,1.9,3.8,3.3,4.9,0.18,1.0,0.114060224345933
22.4,11.8,9.4,17.6,24.8,23.2,0.0,0.51,14.0,21.0,0.07,0.04,2.0,27.0,0.14,0.09,0.1,0.33,1.2,1.6,5.0,4.8,21.0,8.0,2.1,0.9,0.4,4.8,1.12,3.8,0.052850840666611
32.0,2.2,13.0,26.0,18.8,43.6,0.0,0.5,14.0,33.0,0.175,0.02,2.0,15.0,0.105,0.01,0.1,0.5,2.4,2.3,4.7,4.7,28.0,23.0,0.3,2.1,0.1,3.1,1.14,1.9,0.0248218698812055
23.6,11.8,5.8,3.2,8.0,17.2,0.0,0.5,14.0,12.0,0.14,0.01,2.0,25.0,0.14,0.1,0.1,0.12,0.4,0.5,3.7,1.8,0.0,8.0,0.4,1.0,3.3,3.9,0.21,1.3,0.0796691468138271
30.8,7.0,10.6,21.2,9.2,13.6,0.0,0.5,14.0,34.0,0.07,0.04,2.0,25.0,0.175,0.06,0.1,0.16,0.6,3.4,2.8,4.9,28.0,19.0,4.4,1.7,4.6,1.4,0.26,2.0,0.0321751406704077
22.4,13.0,13.0,20.0,14.0,6.4,0.0,0.5,14.0,22.0,0.105,0.04,2.0,22.0,0.105,0.01,0.1,0.13,0.7,2.8,3.0,3.2,20.0,5.0,1.2,4.3,0.2,0.6,0.28,2.4,0.0355623978911338
40.4,7.0,11.8,3.2,14.0,43.6,0.0,0.51,14.0,35.0,0.175,0.04,2.0,26.0,0.035,0.02,0.1,0.22,1.3,2.9,3.0,4.7,24.0,14.0,5.0,3.0,3.0,2.3,0.54,2.5,0.0220550486330393
28.4,8.2,9.4,20.0,6.8,26.8,0.0,0.51,14.0,32.0,0.175,0.06,2.0,17.0,0.07,0.03,0.1,0.28,0.8,4.2,3.2,4.1,9.0,16.0,1.0,4.6,0.3,0.3,0.58,1.8,0.0963375627335758
11.6,11.8,10.6,18.8,17.6,14.8,0.0,0.5,14.0,6.0,0.105,0.07,2.0,24.0,0.105,0.09,0.1,0.38,0.9,0.4,4.2,3.5,13.0,30.0,0.7,2.6,2.0,2.6,0.23,1.4,0.0859513303275011
52.4,8.2,2.2,8.0,26.0,26.8,0.0,0.51,14.0,28.0,0.175,0.1,2.0,25.0,0.14,0.01,0.1,0.49,2.7,3.7,4.6,4.5,18.0,9.0,3.3,1.2,2.2,5.0,0.39,3.7,0.0889386903071364
26.0,10.6,13.0,23.6,14.0,37.6,0.0,0.5,14.0,15.0,0.175,0.03,2.0,27.0,0.175,0.09,0.1,0.06,1.8,1.7,4.3,4.1,4.0,4.0,2.0,4.1,0.3,3.6,0.39,1.5,0.0302019915568553
45.2,7.0,8.2,23.6,8.0,41.2,0.0,0.51,14.0,27.0,0.07,0.04,2.0,10.0,0.035,0.01,0.1,0.22,1.0,2.9,1.8,4.3,29.0,24.0,1.4,4.1,2.8,1.6,0.55,1.5,7.53448631735096e-05
24.8,7.0,7.0,22.4,10.4,31.6,0.0,0.5,14.0,16.0,0.035,0.02,2.0,23.0,0.175,0.06,0.1,0.15,0.8,0.9,2.9,3.1,25.0,28.0,4.0,2.2,2.4,2.6,0.39,2.1,0.0581383259802598
36.8,2.2,5.8,23.6,18.8,12.4,0.0,0.51,14.0,29.0,0.105,0.04,2.0,26.0,0.14,0.01,0.1,0.27,1.7,0.8,3.3,4.2,6.0,30.0,0.7,4.4,4.6,5.0,0.38,2.7,0.0485805779103076
34.4,5.8,5.8,15.2,18.8,7.6,0.0,0.51,14.0,32.0,0.14,0.06,2.0,11.0,0.105,0.03,0.1,0.15,1.2,3.2,5.0,3.0,26.0,28.0,1.7,4.5,2.8,3.5,1.07,2.6,0.0504215194579265
38.0,3.4,11.8,15.2,20.0,32.8,0.0,0.51,14.0,29.0,0.14,0.08,2.0,8.0,0.14,0.04,0.1,0.03,1.1,1.5,4.8,3.2,1.0,29.0,2.3,2.8,3.4,2.1,0.93,2.1,0.0003248126362816
9.2,8.2,7.0,18.8,6.8,30.4,0.0,0.51,14.0,14.0,0.175,0.07,2.0,21.0,0.07,0.02,0.1,0.35,0.7,1.7,4.0,2.9,26.0,14.0,3.9,0.7,2.4,1.9,0.37,1.1,0.162877200616265
46.4,8.2,11.8,18.8,16.4,10.0,0.0,0.5,14.0,20.0,0.105,0.08,2.0,8.0,0.14,0.07,0.1,0.05,1.5,1.7,4.9,3.4,16.0,17.0,4.3,2.6,0.2,2.6,0.72,2.7,0.0191223676090472
9.2,11.8,5.8,23.6,4.4,8.8,0.0,0.5,14.0,35.0,0.175,0.09,2.0,28.0,0.14,0.04,0.1,0.22,0.4,4.0,1.3,3.4,6.0,29.0,5.0,3.4,5.0,3.9,0.12,1.2,0.200821382658595
15.2,5.8,7.0,9.2,3.2,19.6,0.0,0.51,14.0,25.0,0.105,0.03,2.0,34.0,0.07,0.07,0.1,0.49,0.3,3.3,1.8,3.4,16.0,29.0,1.1,0.9,1.1,4.9,0.11,1.3,0.111474969926253
15.2,10.6,3.4,8.0,4.4,50.8,0.0,0.51,14.0,11.0,0.14,0.08,2.0,15.0,0.105,0.06,0.1,0.18,0.5,1.3,1.9,2.5,15.0,10.0,3.3,1.5,4.4,1.8,0.19,1.3,0.214051484624708
32.0,4.6,13.0,16.4,9.2,49.6,0.0,0.5,14.0,26.0,0.175,0.03,2.0,30.0,0.105,0.03,0.1,0.0,1.0,2.8,2.9,5.0,9.0,8.0,3.4,2.2,1.7,1.8,0.9,1.7,4.99912623850471e-05
42.8,8.2,3.4,14.0,4.4,17.2,0.0,0.51,14.0,35.0,0.07,0.04,2.0,23.0,0.105,0.03,0.1,0.26,0.4,1.8,2.1,2.9,4.0,28.0,3.3,1.5,3.3,2.5,0.19,1.2,0.0783715899277865
34.4,3.4,8.2,8.0,12.8,37.6,0.0,0.5,14.0,28.0,0.105,0.08,2.0,30.0,0.175,0.01,0.1,0.49,1.4,2.4,4.0,1.8,3.0,21.0,0.1,2.7,3.8,4.5,0.81,1.3,0.0363568608476295
16.4,5.8,5.8,23.6,12.8,38.8,0.0,0.51,14.0,34.0,0.105,0.01,2.0,28.0,0.105,0.01,0.1,0.39,1.7,3.2,4.4,4.1,19.0,5.0,1.2,2.6,5.0,3.1,0.18,1.5,0.110385605315976
39.2,13.0,5.8,10.4,10.4,29.2,0.0,0.51,14.0,25.0,0.035,0.02,2.0,24.0,0.105,0.05,0.1,0.47,0.8,1.4,3.8,4.9,4.0,8.0,0.2,1.8,3.2,1.3,0.64,3.6,0.0460897891835824
14.0,5.8,10.6,10.4,21.2,8.8,0.0,0.51,14.0,31.0,0.07,0.03,2.0,22.0,0.14,0.03,0.1,0.38,1.2,3.4,4.5,3.2,6.0,9.0,2.0,0.4,0.8,2.2,0.2,2.6,0.0677575823275713
45.2,1.0,5.8,11.6,8.0,48.4,0.0,0.5,14.0,26.0,0.14,0.09,2.0,32.0,0.105,0.06,0.1,0.12,0.9,1.1,2.2,2.7,14.0,11.0,2.5,2.9,2.2,1.8,0.36,1.8,0.0375182839479637
22.4,11.8,3.4,9.2,18.8,12.4,0.0,0.51,14.0,22.0,0.175,0.09,2.0,23.0,0.035,0.01,0.1,0.16,1.9,1.8,5.0,3.9,4.0,7.0,1.2,4.0,2.4,0.2,1.45,1.9,0.139010643221059
48.8,2.2,4.6,24.8,9.2,44.8,0.0,0.5,14.0,33.0,0.14,0.01,2.0,17.0,0.035,0.03,0.1,0.15,0.8,3.1,3.8,2.5,16.0,6.0,2.8,1.3,0.9,0.8,0.37,1.2,0.044538792696114
22.4,1.0,2.2,15.2,8.0,50.8,0.0,0.5,14.0,30.0,0.07,0.02,2.0,30.0,0.105,0.04,0.1,0.34,0.5,1.1,4.6,3.9,12.0,13.0,2.1,4.8,2.8,3.5,0.11,1.5,0.192294257971381
46.4,9.4,7.0,12.8,9.2,20.8,0.0,0.51,14.0,24.0,0.14,0.08,2.0,18.0,0.07,0.03,0.1,0.04,0.8,1.0,5.0,2.9,22.0,15.0,1.5,3.2,4.9,4.6,0.64,2.1,0.0324928123750318
45.2,9.4,13.0,18.8,17.6,35.2,0.0,0.5,14.0,25.0,0.07,0.03,2.0,24.0,0.07,0.04,0.1,0.2,0.8,1.2,3.4,3.3,1.0,30.0,4.6,0.3,0.6,4.5,0.71,2.8,0.0180749140244401
33.2,5.8,7.0,16.4,23.6,22.0,0.0,0.5,14.0,35.0,0.07,0.06,2.0,25.0,0.14,0.08,0.1,0.5,1.7,2.1,4.7,3.5,22.0,7.0,0.4,2.0,4.3,2.0,0.52,3.2,0.0448735786928364
35.6,3.4,7.0,6.8,9.2,36.4,0.0,0.5,14.0,33.0,0.105,0.01,2.0,16.0,0.14,0.06,0.1,0.19,1.2,4.1,1.7,3.9,27.0,17.0,0.2,1.5,5.0,2.5,0.44,1.3,0.041884997524241
40.4,1.0,8.2,9.2,5.6,30.4,0.0,0.51,14.0,15.0,0.14,0.04,2.0,24.0,0.14,0.08,0.1,0.42,0.6,1.8,2.5,5.0,18.0,20.0,4.5,1.6,4.0,1.5,0.47,1.7,0.0327005853337315
22.4,13.0,5.8,20.0,21.2,20.8,0.0,0.51,14.0,34.0,0.175,0.01,2.0,25.0,0.035,0.01,0.1,0.43,1.8,4.4,4.4,4.4,15.0,23.0,3.8,0.1,2.4,2.2,0.83,2.5,0.0823216915086241
29.6,13.0,3.4,23.6,10.4,30.4,0.0,0.51,14.0,35.0,0.07,0.06,2.0,18.0,0.175,0.06,0.1,0.02,1.3,1.8,1.8,4.5,13.0,30.0,5.0,2.2,1.0,3.8,0.36,1.7,0.109622150477695
34.4,10.6,7.0,8.0,17.6,49.6,0.0,0.5,14.0,30.0,0.14,0.01,2.0,4.0,0.105,0.02,0.1,0.03,2.0,1.9,4.5,1.8,24.0,29.0,0.1,4.4,4.7,2.3,1.07,1.0,0.0443345424986012
44.0,11.8,7.0,21.2,9.2,44.8,0.0,0.5,14.0,14.0,0.175,0.08,2.0,24.0,0.175,0.03,0.1,0.07,1.1,1.6,3.9,4.6,30.0,19.0,2.5,2.5,0.6,4.1,0.28,2.2,0.0350183246643773
47.6,5.8,4.6,6.8,22.4,42.4,0.0,0.51,14.0,34.0,0.175,0.1,2.0,9.0,0.105,0.08,0.1,0.34,2.4,2.6,4.8,5.0,29.0,22.0,1.3,1.9,1.2,3.5,1.25,2.1,0.0477613652664666
45.2,5.8,5.8,15.2,18.8,28.0,0.0,0.5,14.0,19.0,0.14,0.03,2.0,26.0,0.105,0.04,0.1,0.1,2.2,1.6,4.3,4.4,9.0,25.0,4.3,1.2,2.5,2.2,0.33,4.1,0.0386787870600865
15.2,11.8,5.8,22.4,22.4,13.6,0.0,0.5,14.0,24.0,0.175,0.03,2.0,33.0,0.105,0.05,0.1,0.49,1.3,2.9,4.6,3.1,27.0,3.0,3.0,4.0,1.6,0.4,0.42,2.3,0.115856669738923
16.4,2.2,13.0,9.2,10.4,12.4,0.0,0.5,14.0,11.0,0.07,0.07,2.0,5.0,0.105,0.02,0.1,0.34,1.3,1.3,2.6,2.6,13.0,18.0,1.1,0.5,3.9,2.5,0.66,1.0,0.050127032008011
41.6,5.8,2.2,26.0,20.0,47.2,0.0,0.5,14.0,34.0,0.105,0.02,2.0,12.0,0.14,0.06,0.1,0.08,1.5,4.3,4.4,4.1,19.0,3.0,0.2,3.0,0.6,0.3,0.84,3.6,0.110347155872431
29.6,8.2,13.0,14.0,8.0,6.4,0.0,0.51,14.0,21.0,0.175,0.09,2.0,28.0,0.07,0.03,0.1,0.13,1.0,2.8,2.6,3.2,18.0,18.0,1.3,2.5,3.4,1.8,0.5,1.7,0.0270129616048068
46.4,8.2,10.6,12.8,5.6,28.0,0.0,0.51,14.0,18.0,0.035,0.01,2.0,24.0,0.07,0.04,0.1,0.25,0.6,2.4,3.6,3.6,4.0,16.0,2.6,3.3,0.1,4.2,0.54,1.4,0.0213299165284618
39.2,5.8,10.6,8.0,6.8,30.4,0.0,0.51,14.0,29.0,0.175,0.1,2.0,8.0,0.07,0.02,0.1,0.36,0.5,1.4,4.0,4.4,4.0,25.0,4.6,2.3,2.3,1.3,0.49,1.6,0.0284830611517008
47.6,8.2,10.6,6.8,22.4,24.4,0.0,0.5,14.0,26.0,0.105,0.01,2.0,25.0,0.105,0.04,0.1,0.32,1.8,2.5,4.1,3.4,16.0,4.0,3.0,1.6,3.5,0.5,0.87,2.8,0.0206637590711411
47.6,4.6,3.4,8.0,8.0,6.4,0.0,0.5,14.0,33.0,0.105,0.02,2.0,18.0,0.14,0.05,0.1,0.27,0.7,2.7,4.4,3.7,17.0,21.0,4.2,4.3,2.4,0.3,0.15,1.1,0.0653528087663969
38.0,7.0,11.8,12.8,14.0,42.4,0.0,0.51,14.0,33.0,0.14,0.01,2.0,29.0,0.105,0.03,0.1,0.21,1.5,1.1,4.4,4.0,30.0,4.0,4.0,4.4,0.1,2.2,0.69,2.9,0.0223432564678818
45.2,7.0,10.6,22.4,14.0,38.8,0.0,0.51,14.0,28.0,0.175,0.01,2.0,35.0,0.105,0.05,0.1,0.38,0.7,2.5,5.0,4.6,9.0,4.0,4.8,2.4,4.6,2.7,0.31,2.0,1.988803148121e-05
8.0,7.0,13.0,11.6,9.2,8.8,0.0,0.51,14.0,34.0,0.07,0.03,2.0,13.0,0.175,0.05,0.1,0.41,1.2,1.2,4.2,4.9,15.0,19.0,3.5,2.2,4.3,0.9,0.3,2.7,0.100845058872065
33.2,13.0,9.4,12.8,8.0,25.6,0.0,0.51,14.0,19.0,0.07,0.01,2.0,31.0,0.07,0.02,0.1,0.4,0.7,0.8,2.2,3.4,24.0,2.0,3.6,1.9,2.7,1.9,0.38,1.5,0.0337896417838719
11.6,7.0,11.8,23.6,18.8,36.4,0.0,0.5,14.0,27.0,0.175,0.01,2.0,6.0,0.07,0.07,0.1,0.05,2.0,2.4,4.6,2.5,2.0,23.0,0.9,0.5,2.2,3.4,1.65,2.4,0.0806648343502843
48.8,2.2,5.8,18.8,24.8,49.6,0.0,0.5,14.0,15.0,0.07,0.04,2.0,24.0,0.14,0.04,0.1,0.26,1.0,1.6,5.0,4.7,26.0,7.0,3.5,3.2,3.5,3.6,0.94,2.5,0.0368591114295616
11.6,11.8,4.6,6.8,15.2,38.8,0.0,0.5,14.0,8.0,0.105,0.07,2.0,25.0,0.14,0.06,0.1,0.25,1.9,0.3,4.1,3.9,30.0,2.0,2.4,4.1,3.1,2.6,0.23,1.0,0.202335721681004
48.8,7.0,4.6,17.6,26.0,11.2,0.0,0.5,14.0,26.0,0.14,0.02,2.0,13.0,0.07,0.02,0.1,0.1,2.8,2.6,5.0,5.0,22.0,24.0,1.8,4.9,0.2,0.1,1.0,4.4,0.0472077602927551
9.2,10.6,5.8,14.0,3.2,41.2,0.0,0.51,14.0,22.0,0.14,0.02,2.0,22.0,0.07,0.07,0.1,0.41,0.2,2.6,1.9,2.8,23.0,1.0,4.7,0.9,3.5,0.4,0.11,1.0,0.206920226454932
14.0,3.4,10.6,26.0,15.2,53.2,0.0,0.51,14.0,34.0,0.105,0.09,2.0,32.0,0.14,0.04,0.1,0.38,1.4,0.6,4.1,3.7,21.0,15.0,0.7,4.7,1.2,3.7,0.18,2.5,0.0643828838999762
40.4,9.4,11.8,4.4,16.4,47.2,0.0,0.5,14.0,28.0,0.14,0.08,2.0,22.0,0.14,0.1,0.1,0.1,1.2,2.2,3.3,4.7,23.0,6.0,4.2,4.6,0.4,4.1,0.55,3.2,0.0205402103648538
27.2,5.8,8.2,3.2,9.2,46.0,0.0,0.51,14.0,28.0,0.14,0.09,2.0,30.0,0.07,0.06,0.1,0.47,0.7,2.3,2.0,1.7,16.0,10.0,0.6,4.5,2.3,1.0,0.26,1.2,0.0529554854259279
18.8,5.8,3.4,22.4,14.0,50.8,0.0,0.51,14.0,23.0,0.14,0.08,2.0,14.0,0.14,0.09,0.1,0.22,1.9,2.0,2.5,2.4,7.0,7.0,4.0,3.6,3.4,2.7,0.26,2.2,0.159201218105076
